obfuscation,seed,n_entities,n_launderers,model,comparison,metric,d_point,ci_lo,ci_hi,equiv_bound,verdict,T2_auc,hi_auc,T2_ap,hi_ap,audit_pass,audit_worst_feature,audit_worst_auc
0.5,20260709,8000,383,gboost,T2_vs_T3,auc,-0.000789768386023959,-0.005162731410959365,0.002041552504522337,0.005162731410959365,EQUIVALENT,0.9942680091358104,0.9934782407497864,0.9559833195950064,0.9623648083544958,True,w_frac_fast_mean,0.8444475066251079
0.5,20260709,8000,383,gboost,T2_vs_T3,ap,0.0063814887594894065,0.0018611372342732745,0.01100055777640081,0.01100055777640081,EQUIVALENT,0.9942680091358104,0.9934782407497864,0.9559833195950064,0.9623648083544958,True,w_frac_fast_mean,0.8444475066251079
0.5,20260709,8000,383,gboost,T2_vs_T4,auc,0.0020697141991374846,0.0009007017332805622,0.0033569788828037178,0.0033569788828037178,EQUIVALENT,0.9942680091358104,0.9963377233349479,0.9559833195950064,0.9701786313666487,True,w_frac_fast_mean,0.8444475066251079
0.5,20260709,8000,383,gboost,T2_vs_T4,ap,0.01419531177164235,0.007346688643117438,0.021325376989867258,0.021325376989867258,EQUIVALENT,0.9942680091358104,0.9963377233349479,0.9559833195950064,0.9701786313666487,True,w_frac_fast_mean,0.8444475066251079
0.6,20260707,8000,388,logit,T2_vs_T3,auc,0.00608101153360685,0.0029065565289718375,0.009450313662945258,0.009450313662945258,EQUIVALENT,0.981241298329821,0.9873223098634278,0.8592801203147613,0.8943074484655228,True,w_frac_fast_mean,0.8395784464031291
0.6,20260707,8000,388,logit,T2_vs_T3,ap,0.03502732815076148,0.024710093692501572,0.04621853187002939,0.04621853187002939,INCONCLUSIVE,0.981241298329821,0.9873223098634278,0.8592801203147613,0.8943074484655228,True,w_frac_fast_mean,0.8395784464031291
0.6,20260707,8000,388,logit,T2_vs_T4,auc,0.010853386676490273,0.007037814502840511,0.014883101777066471,0.014883101777066471,EQUIVALENT,0.981241298329821,0.9920946850063113,0.8592801203147613,0.9217799494953737,True,w_frac_fast_mean,0.8395784464031291
0.6,20260707,8000,388,logit,T2_vs_T4,ap,0.062499829180612365,0.04784005195750821,0.07813581306704316,0.07813581306704316,SURVEILLANCE_SUPERIOR,0.981241298329821,0.9920946850063113,0.8592801203147613,0.9217799494953737,True,w_frac_fast_mean,0.8395784464031291
0.6,20260707,8000,388,gboost,T2_vs_T3,auc,0.00018114371773281235,-0.0005180839961273775,0.0009187637080372898,0.0009187637080372898,EQUIVALENT,0.9976864392088455,0.9978675829265783,0.9804559198811121,0.9805883180822405,True,w_frac_fast_mean,0.8395784464031291
0.6,20260707,8000,388,gboost,T2_vs_T3,ap,0.00013239820112831424,-0.003152662694308106,0.0035304074496701476,0.0035304074496701476,EQUIVALENT,0.9976864392088455,0.9978675829265783,0.9804559198811121,0.9805883180822405,True,w_frac_fast_mean,0.8395784464031291
0.6,20260707,8000,388,gboost,T2_vs_T4,auc,0.000904364243110467,-0.00015516410096325095,0.0021355027947137116,0.0021355027947137116,EQUIVALENT,0.9976864392088455,0.9985908034519559,0.9804559198811121,0.9849013133740881,True,w_frac_fast_mean,0.8395784464031291
0.6,20260707,8000,388,gboost,T2_vs_T4,ap,0.004445393492976013,-0.0007716866148600898,0.01015225610426264,0.01015225610426264,EQUIVALENT,0.9976864392088455,0.9985908034519559,0.9804559198811121,0.9849013133740881,True,w_frac_fast_mean,0.8395784464031291
0.6,20260708,8000,426,logit,T2_vs_T3,auc,0.0066625879739310445,0.004053660571234153,0.00935829591728472,0.00935829591728472,EQUIVALENT,0.9773778220772571,0.9840404100511881,0.8369138002604235,0.8777135449743491,True,w_frac_fast_mean,0.8331163815920787
0.6,20260708,8000,426,logit,T2_vs_T3,ap,0.040799744713925556,0.030708620753159832,0.05139771793256985,0.05139771793256985,SURVEILLANCE_SUPERIOR,0.9773778220772571,0.9840404100511881,0.8369138002604235,0.8777135449743491,True,w_frac_fast_mean,0.8331163815920787
0.6,20260708,8000,426,logit,T2_vs_T4,auc,0.010381140819036294,0.006744930373836578,0.014325438169029193,0.014325438169029193,EQUIVALENT,0.9773778220772571,0.9877589628962934,0.8369138002604235,0.9085307981799968,True,w_frac_fast_mean,0.8331163815920787
